,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name,survey_response
799,1675,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,85.0,Somewhat clean,Very safe,Somewhat satsified, Phebe Franzen,Donec semper sapien a libero. Nam dui.
800,1604,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,320.0,Somewhat clean,Somewhat safe,Somewhat satsified, Kyle Falconar,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.
801,534,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,225.0,Clean,Very safe,Somewhat satsified, Anna-diane Filipowicz,Nullam orci pede venenatis non sodales sed tincidunt eu felis. Fusce posuere felis sed lacus.
802,2829,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Somewhat clean,Very safe,Somewhat satsified, Monti Lackington,Nullam sit amet turpis elementum ligula vehicula consequat.
803,1822,Monday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,215.0,Clean,Very safe,Somewhat satsified, Cleveland Giamuzzo,In est risus auctor sed tristique in tempus sit amet sem.
805,1948,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Somewhat clean,Neutral,Neutral, Geno Hovy,Curabitur in libero ut massa volutpat convallis. Morbi odio odio elementum eu interdum eu tincidunt in leo.
806,2950,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,115.0,Average,Somewhat safe,Neutral, Chris Cathro,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.
807,2508,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified, Seamus Janoch,Suspendisse potenti.
808,292,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,190.0,Average,Neutral,Somewhat satsified, Gearard Sisey,Etiam faucibus cursus urna. Ut tellus.
809,876,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,265.0,Clean,Somewhat safe,Very satisfied, Lucila Fletcher,Donec quis orci eget orci vehicula condimentum.
810,2120,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,79.0,Somewhat clean,Somewhat safe,Somewhat satsified, Carol-jean Kenchington,Morbi non quam nec dui luctus rutrum.
811,2764,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Mitchell Wrathmell,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
812,787,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,850.0,Somewhat clean,Very safe,Neutral, Frankie Wawer,Aliquam non mauris.
813,2883,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Very safe,Somewhat satsified, Shaw Leeburn,Nam dui. Proin leo odio porttitor id consequat in consequat ut nulla.
814,421,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,105.0,Somewhat clean,Very safe,Very satisfied, Mead Begin,Suspendisse potenti.
815,2683,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified, Rabbi Habergham,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
816,2805,Tuesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,2018-12-31,360.0,Somewhat clean,Somewhat safe,Very satisfied, Peri Coram,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
817,2554,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,93.0,Clean,Somewhat safe,Very satisfied, Farlie Dunsford,In est risus auctor sed tristique in tempus sit amet sem.
818,472,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,91.0,Somewhat clean,Very safe,Somewhat satsified, Garrick Revel,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.
819,2535,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified, Misti Minter,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
821,613,Thursday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,140.0,Average,Neutral,Somewhat satsified,Ms. Oswell Rapsey,Suspendisse potenti.
822,2694,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Clean,Somewhat safe,Very satisfied, Gonzalo Tomkins,Nulla tempus.
823,808,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,120.0,Clean,Very safe,Very satisfied, Merlina Vesco,In sagittis dui vel nisl.
825,574,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Very satisfied, Lodovico Twitchett,Mauris ullamcorper purus sit amet nulla.
827,2984,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,225.0,Clean,Very safe,Somewhat satsified, Valentina Kingcott,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.
828,425,Sunday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,177.0,Somewhat clean,Somewhat safe,Somewhat satsified, Helga Gerok,Pellentesque ultrices mattis odio. Donec vitae nisi.
829,3160,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,19.999999999999897,Clean,Very safe,Neutral, Hanny Cruess,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
830,2514,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,84.0,Somewhat clean,Very safe,Neutral, Mella Mathely,Nunc purus.
831,802,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,430.0,Somewhat clean,Very safe,Somewhat satsified, Viviene Torfin,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.
832,695,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Clean,Very safe,Somewhat satsified, Myrtie Meins,Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis.
834,841,Sunday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,95.0000000000001,Average,Neutral,Neutral, Ruthie Biffen,Etiam faucibus cursus urna. Ut tellus.
835,2346,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,255.0,Somewhat clean,Somewhat safe,Very satisfied, Merola Fearfull,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
836,1667,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,195.0,Clean,Very safe,Somewhat satsified, Dominik Lesek,Praesent blandit.
837,552,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied, Venus Skures,Praesent blandit lacinia erat.
838,2877,Friday,EVA AIR,TAIPEI,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Somewhat clean,Somewhat safe,Somewhat satsified, Olympe McNulty,Nullam porttitor lacus at turpis.
839,1276,Thursday,CHINA SOUTHERN,WUHAN,Asia,Medium     ,Gates 1-12,2018-12-31,225.0,Somewhat dirty,Somewhat safe,Somewhat satsified, Kerrin Sinnat,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.
840,556,Thursday,ALASKA,SEATTLE,West US,    Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Neutral,Somewhat satsified, Constantino Ricks,Fusce consequat.
841,2184,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,195.0,Clean,Somewhat safe,Somewhat satsified, Bethany Kinchin,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
842,2991,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,122.0,Clean,Very safe,Very satisfied, Corie Pic,Nunc rhoncus dui vel sem.
843,501,Sunday,UNITED,KAHULUI,West US,Small,Gates 60-69,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified, Ree Edmondson,Morbi vel lectus in quam fringilla rhoncus.
844,3206,Tuesday,UNITED,EUGENE,West US,    Small,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied, Karyl Affron,Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
846,2586,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,90.0,Somewhat clean,Very safe,Somewhat satsified,Miss Marna McIlwrath,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
847,1988,Friday,AIR FRANCE/KLM,AMSTERDAM,Europe,Hub,Gates 1-12,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified, Hubey Doherty,Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Etiam vel augue.
848,834,Sunday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified, Rodie Keasey,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
849,1921,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,180.0,Clean,Very safe,Somewhat satsified, Lainey Fleis,Nullam varius.
850,870,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified, Rutledge Gibard,Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.
851,1931,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,135.0,Somewhat clean,Very safe,Somewhat satsified, Gertrudis Branigan,Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.
852,3238,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,190.0,Clean,Very safe,Very satisfied, Tatiana Edwicke,Nullam sit amet turpis elementum ligula vehicula consequat.
853,1862,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified, Lemmie Fusedale,Maecenas pulvinar lobortis est.
854,1601,Wednesday,SINGAPORE AIRLINES,SINGAPORE,Asia,Hub,Gates 91-102,2018-12-31,210.0,Somewhat clean,Very safe,Neutral, Janifer Benjamin,Nulla nisl.
855,521,Thursday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified, Leontyne Margach,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
856,2542,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,104.0,Average,Very safe,Neutral,Ms. Licha Bourley,Aenean lectus.
857,2294,Tuesday,UNITED,SAN ANTONIO,Midwest US,    Medium,Gates 70-90,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satsified, Angelina Warbey,Integer non velit. Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
858,818,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Clean,Very safe,Very satisfied, Joye O'Fallon,Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus.
860,2393,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,335.0,Clean,Somewhat safe,Somewhat satsified, Alexine Gaffer,Aenean auctor gravida sem.
862,1573,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified, Harbert Orritt,Lorem ipsum dolor sit amet consectetuer adipiscing elit.
863,2633,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Colby Greenalf,Phasellus in felis.
864,496,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,148.0,Clean,Very safe,Very satisfied, Garrik Nisco,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.
865,2043,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,90.0,Clean,Neutral,Somewhat satsified, Ronnica Freeman,Donec odio justo sollicitudin ut suscipit a feugiat et eros. Vestibulum ac est lacinia nisi venenatis tristique.
867,1687,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,155.0,Clean,Very safe,Very satisfied, Oliviero Tompion,Suspendisse ornare consequat lectus.
868,2528,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied, Jonathon Berryman,Maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc.
869,1879,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,95.0,Somewhat clean,Very safe,Very satisfied, Grannie Foxten,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi. Integer ac neque.
870,2418,Tuesday,UNITED,HONOLULU,West US,Medium     ,Gates 70-90,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified, Em Lackmann,Phasellus sit amet erat. Nulla tempus.
871,10,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,155.0,Average,Somewhat safe,Very satisfied,Ms. Titos Kensit,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.
872,371,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified, Renato Tatton,Quisque ut erat.
873,688,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,155.0,Somewhat clean,Neutral,Somewhat satsified, Vanda Lansdown,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
874,1930,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified, Lilas Heliot,Nulla ac enim.
875,1010,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,185.0,Somewhat clean,Somewhat safe,Somewhat satsified, Cordie Clowser,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
876,3221,Thursday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,75.0,Clean,Very safe,Somewhat satsified, Tiffanie Corten,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.
877,2590,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied, Rosella Smithe,Proin leo odio porttitor id consequat in consequat ut nulla. Sed accumsan felis.
878,1690,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,695.0,Clean,Very safe,Neutral, Lauritz Haliburton,Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede venenatis non sodales sed tincidunt eu felis.
879,519,Thursday,EMIRATES,DUBAI,middle east,Hub     ,Gates 1-12,2018-12-31,285.0,Somewhat clean,Very safe,Somewhat satsified, Jeffie Jarmaine,Nunc nisl. Duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa.
881,3001,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,268.0,Clean,Very safe,Very satisfied, Ber Woodyer,Nulla facilisi.
882,1581,Wednesday,DELTA,DETROIT,Midwest US,Large,Gates 40-48,2018-12-31,115.0,Somewhat clean,Somewhat safe,Neutral, Obediah Fright,Donec dapibus. Duis at velit eu est congue elementum.
884,1465,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-01-01,299.0,Clean,Neutral,Very satisfied, Mateo McCloud,Mauris ullamcorper purus sit amet nulla.
885,759,Thursday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,1210.0,Clean,Very safe,Very satisfied, Aguistin Bonny,Integer tincidunt ante vel ipsum.
886,1994,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Somewhat clean,Very safe,Somewhat satsified, Jase Velten,Proin risus.
887,3172,Thursday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,105.0,Average,Somewhat safe,Neutral,Mr. Serene Muneely,Vivamus tortor.
888,2767,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,165.0,Somewhat clean,Very safe,Somewhat satsified, Eugine Thurber,Morbi a ipsum. Integer a nibh.
890,592,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Somewhat clean,Very safe,Somewhat satsified, Porty Cashin,In hac habitasse platea dictumst.
891,2298,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,165.0,Somewhat clean,Neutral,Neutral,Dr. Bengt Pate,Vestibulum quam sapien varius ut blandit non interdum in ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.
892,1933,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,245.0,Clean,Very safe,Somewhat satsified, Ertha Oldcote,Quisque ut erat. Curabitur gravida nisi at nibh.
893,1929,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,185.0,Average,Somewhat safe,Neutral, Bradley Cranna,Morbi non quam nec dui luctus rutrum. Nulla tellus.
894,1794,Sunday,ALASKA,RALEIGH-DURHAM,EAST US,Medium     ,Gates 50-59,2018-12-31,145.0,Somewhat clean,Very safe,Somewhat satsified, Lowe Marchi,Sed sagittis. Nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci.
895,3256,Tuesday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified, Parnell Brisco,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh.
897,2611,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,Hub,Gates 1-12,2018-12-31,120.0,Somewhat clean,Somewhat safe,Somewhat satsified, Mahalia Pietruszka,Aenean fermentum. Donec ut mauris eget massa tempor convallis.
898,2416,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,190.0,Somewhat clean,Neutral,Somewhat satsified, Flossy Rubberts,In blandit ultrices enim.
899,3122,Thursday,DELTA,SALT LAKE CITY,West US,    Medium,Gates 40-48,2018-12-31,14.9999999999999,Clean,Somewhat safe,Very satisfied, Ashli Abbe,Duis ac nibh. Fusce lacus purus aliquet at feugiat non pretium quis lectus.
900,2693,Tuesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,79.9999999999999,Average,Very safe,Somewhat satsified, Caitrin Guirardin,Nunc rhoncus dui vel sem. Sed sagittis.
901,2121,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,100.0,Somewhat clean,Somewhat safe,Very satisfied, Jamison Spragg,In congue.
902,3086,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,2018-12-31,128.0,Somewhat clean,Very safe,Somewhat satsified, Mac Wabe,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.
904,1368,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,    Hub,Gates 91-102,2018-12-31,125.0,Clean,Neutral,Somewhat satsified, Lusa Ribou,Vestibulum ac est lacinia nisi venenatis tristique.
905,1838,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified, Gasparo Collingridge,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo.
906,2329,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral, Fraser Tidder,Nulla neque libero convallis eget eleifend luctus ultricies eu nibh. Quisque id justo sit amet sapien dignissim vestibulum.
907,2605,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,130.0,Average,Somewhat safe,Somewhat satsified, Andris O'Cannovane,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
908,1829,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Somewhat safe,Somewhat satsified, Jorie Miroy,Aliquam non mauris. Morbi non lectus.
910,1138,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,160.0,Clean,Somewhat safe,Very satisfied, Herby Gresley,Proin interdum mauris non ligula pellentesque ultrices.
911,2987,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,120.0,Somewhat clean,Somewhat safe,Neutral, Stace Bartolomivis,Vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl.
912,2602,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,    Medium,Gates 1-12,2018-12-31,180.0,Average,Neutral,Somewhat unsatisfied, Lorene Brunn,Phasellus in felis.
913,1784,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,160.0,Somewhat clean,Somewhat safe,Very satisfied, Raimund Ivannikov,Pellentesque viverra pede ac diam.
914,2103,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,124.0,Somewhat clean,Very safe,Very satisfied, Cad Damsell,Nullam porttitor lacus at turpis.
915,2872,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,2018-12-31,77.0,Somewhat clean,Very safe,Somewhat satsified, Penelopa Kerfut,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.
916,2013,Wednesday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,120.0,Somewhat clean,Very safe,Neutral, Charil Yong,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi.
917,2841,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 70-90,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified, Dian MacCumiskey,In sagittis dui vel nisl. Duis ac nibh.
918,1883,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Somewhat satsified, Isabelle Joincey,Donec diam neque vestibulum eget vulputate ut ultrices vel augue.
